participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.q_gender,player.q_age,player.q_area,player.q_education,player.q_device,player.big5_1,player.big5_2,player.big5_3,player.big5_4,player.big5_5,player.big5_6,player.big5_7,player.big5_IMC,player.big5_8,player.big5_9,player.big5_10,player.Gaiko,player.Kyocho,player.Kinben,player.Shinkei,player.Kaiho,player.inboron1,player.inboron2,player.inboron3,player.inboron4,player.inboron5,player.inboron6,player.inboron7,player.inboron8,player.inboron9,player.inboron10,player.inboron11,player.inboron12,player.inboronIMC,player.inboron13,player.inboron14,player.inboron15,player.inboron16,player.crt_bat,player.crt_widget,player.crt_lake,player.crt_DQS,player.crt_rank,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
92,2d7g3vdy,x10107,0,8,8,finish,FinishPage,01:43.1,1,,,0,92,,0,1,3,3,4,2,1,3,1,7,3,5,2,5,7,3,7,,,,,,2,2,2,2,2,2,2,3,4,4,4,2,4,2,2,4,2,10,5,47,27,29,1,1,gzsc72gk,,,,,0
93,qx8p48b7,x10105,0,8,8,finish,FinishPage,01:46.8,1,,,0,93,,0,0,3,7,1,2,1,1,7,2,1,1,7,5,1,7,1,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,100,24,27,30,1,1,gzsc72gk,,,,,0
94,y1pzafzg,x10108,0,6,8,basic,CrtPage,01:49.1,1,,,0,94,,0,0,3,2,1,0,4,2,4,4,4,3,5,5,3,4,3,,,,,,1,1,2,3,2,2,2,3,3,3,2,2,4,2,3,2,2,,,,,,1,1,gzsc72gk,,,,,0
95,o9r1x963,x10110,0,8,8,finish,FinishPage,01:56.9,1,,,0,95,,0,0,2,2,5,2,3,2,3,3,3,3,4,5,4,4,3,,,,,,4,3,3,2,3,2,3,3,2,2,2,1,4,4,2,3,1,10,100,24,27,31,1,1,gzsc72gk,,,,,0
96,s4rt2js6,x10113,0,8,8,finish,FinishPage,01:58.3,1,,,0,96,,0,0,4,2,4,0,3,4,3,4,3,4,3,5,4,2,4,,,,,,3,2,3,2,3,2,3,3,2,3,4,3,3,3,3,2,2,410,50,96,27,30,1,1,gzsc72gk,,,,,0
97,8bt99s4z,x10109,0,8,8,finish,FinishPage,01:58.9,1,,,0,97,,0,0,5,3,4,0,3,5,5,2,5,6,6,5,4,6,3,,,,,,2,4,1,3,1,1,1,1,2,1,1,4,4,4,1,1,3,5,5,47,27,30,1,1,gzsc72gk,,,,,0
98,wp3pejmj,x10092,0,8,8,finish,FinishPage,01:59.4,1,,,0,98,,0,0,4,4,1,2,1,7,1,7,6,1,1,5,7,1,7,,,,,,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,10,100,24,1827,30,1,1,gzsc72gk,,,,,0
99,z2y3r874,x10115,0,8,8,finish,FinishPage,02:00.0,1,,,0,99,,0,0,2,2,4,2,5,2,7,2,5,7,2,6,4,1,5,,,,,,4,3,5,3,2,2,1,1,1,3,2,3,4,3,5,4,2,10,100,7,5,30,1,1,gzsc72gk,,,,,0
100,5t45fv57,x10111,0,8,8,finish,FinishPage,02:03.1,1,,,0,100,,0,0,3,0,4,0,5,2,6,5,5,2,6,5,2,6,3,,,,,,1,1,1,2,1,2,2,1,4,4,2,1,4,4,2,4,4,10,100,24,27,30,1,1,gzsc72gk,,,,,0
101,cr9xp6qr,x10117,0,8,8,finish,FinishPage,02:04.5,1,,,0,101,,0,1,4,5,2,2,4,1,5,4,3,3,6,5,3,5,4,,,,,,3,3,3,3,3,3,3,3,4,4,3,3,4,3,4,4,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
102,y271qqd8,x10116,0,8,8,finish,FinishPage,02:06.9,1,,,0,102,,0,1,4,2,4,2,5,2,4,5,3,2,5,5,2,6,4,,,,,,1,2,1,2,2,1,1,1,2,3,2,2,4,2,3,2,3,10,100,96,27,29,1,1,gzsc72gk,,,,,0
103,vaq0pa0q,x10114,0,6,8,basic,CrtPage,02:12.7,1,,,0,103,,0,0,4,4,4,2,3,3,4,4,4,5,5,3,4,4,5,,,,,,2,2,2,3,3,2,2,3,2,4,3,2,4,2,2,4,4,,,,,,1,1,gzsc72gk,,,,,0
104,3ybjwhgh,x10118,0,8,8,finish,FinishPage,02:14.7,1,,,0,104,,0,0,4,4,5,0,4,4,4,5,4,4,4,5,3,4,5,,,,,,3,3,1,3,3,3,3,1,4,3,3,3,4,1,3,3,3,10,500,2,27,30,1,1,gzsc72gk,,,,,0
105,trslxv0r,x10119,0,8,8,finish,FinishPage,02:17.8,1,,,0,105,,0,0,4,2,4,0,6,3,5,5,7,3,5,5,5,6,2,,,,,,2,3,4,4,4,2,3,4,4,4,2,4,4,4,2,5,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
106,9jiz4tng,x10121,0,8,8,finish,FinishPage,02:18.5,1,,,0,106,,0,0,2,2,5,0,4,4,5,3,6,4,6,5,3,5,2,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,31,1,1,gzsc72gk,,,,,0
107,m9xlf2m9,x10120,0,8,8,finish,FinishPage,02:23.0,1,,,0,107,,0,0,6,3,4,0,3,2,2,3,3,6,5,5,5,4,6,,,,,,2,3,1,3,2,2,3,1,3,3,3,3,4,1,4,4,3,10,5,24,27,29,1,1,gzsc72gk,,,,,0
108,d3q5gw67,x10124,0,8,8,finish,FinishPage,02:23.9,1,,,0,108,,0,0,4,2,4,0,2,4,4,3,3,4,3,5,4,4,3,,,,,,3,2,3,4,3,3,3,3,3,3,3,3,4,2,2,2,1,20,1,2,2,2,1,1,gzsc72gk,,,,,0
109,p7w07ozh,x10123,0,3,8,basic,DemographicPage,02:25.0,1,,,0,109,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
110,eiq0n8eu,x10122,0,8,8,finish,FinishPage,02:24.9,1,,,0,110,,0,0,5,2,4,0,3,2,5,5,3,4,6,5,2,6,3,,,,,,1,4,2,4,4,4,4,4,4,4,3,4,4,3,4,4,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
111,3qeua8fq,x10061,0,8,8,finish,FinishPage,02:28.6,1,,,0,111,,0,1,4,3,4,0,3,2,4,6,2,5,4,5,4,4,5,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,10,100,24,27,30,1,1,gzsc72gk,,,,,0
112,3f3qs7i5,x10125,0,8,8,finish,FinishPage,02:33.4,1,,,0,112,,0,0,2,3,4,2,6,2,4,4,5,4,4,5,4,5,2,,,,,,2,2,2,2,2,2,3,1,3,2,3,2,4,2,2,1,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
113,kgjmdwi5,x10127,0,8,8,finish,FinishPage,02:36.3,1,,,0,113,,0,0,2,2,4,0,3,3,5,4,4,3,4,3,1,4,3,,,,,,2,2,4,2,4,4,4,2,3,4,4,3,4,4,3,3,3,5,100,24,27,29,1,1,gzsc72gk,,,,,0
114,y3sn67rs,x10131,0,8,8,finish,FinishPage,02:50.3,1,,,0,114,,0,0,4,2,4,0,2,3,4,6,6,6,5,5,2,3,3,,,,,,2,2,2,2,3,3,2,2,4,2,2,3,4,2,2,4,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
115,c2v9ms8e,x10130,0,8,8,finish,FinishPage,02:50.6,1,,,0,115,,0,0,4,2,4,0,4,3,5,4,5,4,5,5,3,5,4,,,,,,2,4,3,3,3,2,4,3,4,2,3,3,4,3,2,4,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
116,4bujw5r3,x10133,0,8,8,finish,FinishPage,02:54.1,1,,,0,116,,0,0,4,3,4,2,4,4,4,5,4,4,4,5,3,4,6,,,,,,4,3,4,3,4,3,2,4,4,5,4,3,4,3,3,4,3,10,5,47,27,30,1,1,gzsc72gk,,,,,0
117,dsmr3mnz,x10132,0,8,8,finish,FinishPage,02:55.0,1,,,0,117,,0,0,5,2,2,2,2,2,6,6,2,6,6,5,2,6,3,,,,,,1,2,1,2,3,2,2,2,3,4,2,2,4,2,2,4,2,205,5,60,4,29,1,1,gzsc72gk,,,,,0
118,avntsmmi,x10134,0,8,8,finish,FinishPage,02:56.3,1,,,0,118,,0,0,3,2,4,2,5,4,6,4,5,4,6,5,3,5,4,,,,,,3,3,4,4,3,3,4,4,4,4,3,3,4,3,3,3,3,5,100,47,27,31,1,1,gzsc72gk,,,,,0
119,ypxqh44t,x10112,0,8,8,finish,FinishPage,02:57.5,1,,,0,119,,0,1,2,4,1,2,2,2,2,6,2,6,4,5,6,5,6,,,,,,2,3,2,4,4,3,3,3,4,4,5,4,4,3,4,4,4,5,5,12,27,30,1,1,gzsc72gk,,,,,0
120,daz8j3ub,x10135,0,8,8,finish,FinishPage,03:00.8,1,,,0,120,,0,0,6,7,5,2,3,3,4,3,5,4,4,5,3,5,4,,,,,,3,3,2,3,3,2,2,2,4,2,3,2,4,2,2,3,3,10,5,47,27,29,1,1,gzsc72gk,,,,,0
121,56e3znsc,x10139,0,8,8,finish,FinishPage,03:10.8,1,,,0,121,,0,0,4,6,4,0,4,5,4,5,3,3,4,5,5,4,4,,,,,,2,3,4,3,3,4,2,4,3,4,3,2,3,3,4,3,4,10,5,47,27,29,1,1,gzsc72gk,,,,,0
122,002g75au,x10128,0,8,8,finish,FinishPage,03:11.6,1,,,0,122,,0,1,5,4,3,2,4,1,5,4,5,5,5,5,2,6,4,,,,,,4,4,4,4,4,4,3,3,3,3,2,3,4,3,3,3,3,10,20,24,27,30,1,1,gzsc72gk,,,,,0
123,7m56fd7y,x10140,0,8,8,finish,FinishPage,03:12.0,1,,,0,123,,0,0,3,3,1,2,5,2,6,2,4,3,5,5,2,6,5,,,,,,2,2,1,2,4,2,2,1,5,4,2,4,4,2,4,5,3,5,5,47,27,29,1,1,gzsc72gk,,,,,0
124,ygkc95t8,x10142,0,8,8,finish,FinishPage,03:15.8,1,,,0,124,,0,0,2,1,5,1,2,5,1,4,4,5,1,5,5,5,4,,,,,,3,2,1,3,3,3,2,1,3,3,3,3,4,1,2,3,3,5,5,47,27,29,1,1,gzsc72gk,,,,,0
125,a6ao24wq,x10136,0,8,8,finish,FinishPage,03:17.0,1,,,0,125,,0,1,6,2,3,0,5,2,4,2,3,2,5,5,5,6,5,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,1,2,27,30,1,1,gzsc72gk,,,,,0
126,fxynm447,x10141,0,8,8,finish,FinishPage,03:17.0,1,,,0,126,,0,0,2,7,1,0,1,6,1,6,3,6,4,5,6,3,6,,,,,,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,4,3,10,5,5,27,29,1,1,gzsc72gk,,,,,0
127,5j7769pl,x10143,0,8,8,finish,FinishPage,03:17.3,1,,,0,127,,0,0,5,4,4,2,2,1,6,1,2,6,6,5,1,6,6,,,,,,1,1,2,1,1,1,2,2,2,5,1,1,4,1,1,1,1,10,100,24,27,30,1,1,gzsc72gk,,,,,0
128,pjfblkh8,x10129,0,8,8,finish,FinishPage,03:18.3,1,,,0,128,,0,0,3,2,4,0,2,2,5,7,6,6,5,5,2,4,5,,,,,,1,3,3,4,3,2,3,3,5,4,3,4,4,3,4,3,3,205,5,47,27,15,1,1,gzsc72gk,,,,,0
129,wgllmnsa,x10145,0,1,8,introduction,IntroductionPage,03:23.5,1,,,0,129,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
130,4uyj8sxu,x10144,0,8,8,finish,FinishPage,03:24.3,1,,,0,130,,0,0,3,3,4,0,1,7,1,7,6,7,4,5,7,1,4,,,,,,5,5,2,4,5,5,5,3,5,5,5,5,4,4,5,5,5,10,5,24,25,30,1,1,gzsc72gk,,,,,0
131,c8sr3ovx,x10147,0,8,8,finish,FinishPage,03:25.7,1,,,0,131,,0,0,2,3,4,0,2,5,4,6,6,6,4,5,5,3,4,,,,,,3,3,2,3,3,3,3,2,4,4,4,3,4,2,2,4,3,5,5,46,27,29,1,1,gzsc72gk,,,,,0
132,gb7ks416,x10148,0,8,8,finish,FinishPage,03:29.3,1,,,0,132,,0,0,4,2,2,0,3,3,3,5,3,6,5,5,5,3,6,,,,,,2,3,2,4,4,2,2,2,4,4,2,2,4,2,2,4,3,205,5,47,27,29,1,1,gzsc72gk,,,,,0
133,mnmy07hs,x10150,0,8,8,finish,FinishPage,03:30.2,1,,,0,133,,0,1,1,7,4,2,3,1,5,5,4,5,5,5,5,5,5,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,25,47,27,29,1,1,gzsc72gk,,,,,0
134,ac54y2pf,x10151,0,8,8,finish,FinishPage,03:32.5,1,,,0,134,,0,1,3,8,3,2,2,4,3,5,3,4,4,5,5,4,6,,,,,,3,2,3,3,2,3,1,2,3,3,3,2,4,3,3,4,2,5,5,47,27,31,1,1,gzsc72gk,,,,,0
135,ljtvxvil,x10149,0,8,8,finish,FinishPage,03:33.5,1,,,0,135,,0,0,4,3,4,0,2,2,5,5,5,6,5,5,4,4,3,,,,,,2,3,3,3,2,4,3,4,4,4,3,3,4,4,3,4,4,10,5,47,27,31,1,1,gzsc72gk,,,,,0
136,nku3opz0,x10152,0,8,8,finish,FinishPage,03:36.2,1,,,0,136,,0,0,3,5,1,2,2,5,3,5,4,4,2,5,5,2,5,,,,,,1,2,2,3,3,2,3,3,4,5,3,4,4,4,3,3,3,10,5,47,27,29,1,1,gzsc72gk,,,,,0
137,dy2q3d7c,x10153,0,8,8,finish,FinishPage,03:38.0,1,,,0,137,,0,1,4,2,4,2,5,3,4,3,2,5,3,5,3,3,4,,,,,,3,4,2,2,2,2,2,1,1,1,1,1,4,1,1,1,1,5,5,47,18,29,1,1,gzsc72gk,,,,,0
138,6ek7yqii,x10154,0,8,8,finish,FinishPage,03:40.2,1,,,0,138,,0,0,3,2,2,2,1,5,1,6,2,2,3,5,6,2,7,,,,,,1,1,2,1,2,1,1,2,1,2,1,1,4,2,1,1,1,5,5,47,4,31,1,1,gzsc72gk,,,,,0
139,flv827vh,x10157,0,8,8,finish,FinishPage,03:56.5,1,,,0,139,,0,0,4,7,4,0,3,4,5,4,5,4,5,5,3,5,3,,,,,,2,2,2,3,2,2,2,3,4,3,3,3,4,2,3,3,3,5,100,47,27,29,1,1,gzsc72gk,,,,,0
140,qaf9izcn,x10158,0,8,8,finish,FinishPage,03:58.5,1,,,0,140,,0,0,5,2,1,0,5,6,7,6,3,3,3,5,3,2,7,,,,,,3,2,4,3,4,2,4,4,4,4,3,4,4,4,4,4,3,205,5,47,27,29,1,1,gzsc72gk,,,,,0
141,hb218o8u,x10126,0,8,8,finish,FinishPage,04:05.4,1,,,0,141,,0,0,3,7,1,2,1,3,7,1,1,3,1,5,1,7,7,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,47,8,15,1,1,gzsc72gk,,,,,0
142,jh4ex4vc,x10161,0,2,8,basic,StartPage,04:10.9,1,,,0,142,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
143,kd10paf9,x10164,0,8,8,finish,FinishPage,04:14.6,1,,,0,143,,0,0,2,4,4,2,5,5,1,6,4,1,6,5,7,3,4,,,,,,5,3,3,1,5,5,1,2,2,2,3,3,4,2,3,1,1,10,100,96,9,30,1,1,gzsc72gk,,,,,0
144,49j4cql6,x10163,0,8,8,finish,FinishPage,04:18.2,1,,,0,144,,0,0,3,5,1,2,2,2,3,3,1,5,5,5,5,6,6,,,,,,3,4,3,3,3,4,3,2,3,4,3,3,4,2,3,4,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
145,vz3dkzy7,x10160,0,8,8,finish,FinishPage,04:18.3,1,,,0,145,,0,1,3,5,4,2,2,2,4,6,2,5,5,5,5,6,7,,,,,,3,4,3,3,3,4,2,3,4,3,3,4,4,2,3,4,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
146,384snw1y,x10162,0,8,8,finish,FinishPage,04:19.6,1,,,0,146,,0,1,3,5,4,2,2,2,4,6,2,7,5,5,5,6,7,,,,,,3,4,3,3,3,4,4,2,3,3,3,4,4,2,3,4,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
147,2wrzg3y7,x10165,0,1,8,introduction,IntroductionPage,04:20.9,1,,,0,147,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
148,gbnl4mx5,x10166,0,6,8,basic,CrtPage,04:27.9,1,,,0,148,,0,0,5,3,4,2,5,2,4,4,3,5,5,5,2,4,6,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,,,,,,1,1,gzsc72gk,,,,,0
149,ia4o9yjy,x10167,0,8,8,finish,FinishPage,04:31.8,1,,,0,149,,0,0,5,2,4,0,6,1,5,5,5,3,6,5,3,5,1,,,,,,3,4,2,4,2,2,3,3,4,4,4,3,4,3,3,3,3,5,100,7,27,29,1,1,gzsc72gk,,,,,0
150,3w03dxwb,x10168,0,8,8,finish,FinishPage,04:37.4,1,,,0,150,,0,1,2,3,1,0,2,2,3,5,3,4,3,5,3,4,6,,,,,,1,2,2,2,2,1,1,1,2,3,2,2,4,2,1,2,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
151,smfllb72,x10155,0,8,8,finish,FinishPage,04:40.9,1,,,0,151,,0,1,1,3,4,2,5,2,4,5,4,3,6,5,5,2,3,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,47,27,29,1,1,gzsc72gk,,,,,0
152,cscg7acd,x10159,0,8,8,finish,FinishPage,04:41.2,1,,,0,152,,0,0,3,7,1,0,6,1,5,2,5,1,7,5,2,6,1,,,,,,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,2,2,5,5,47,4,29,1,1,gzsc72gk,,,,,0
153,8uryashb,x10171,0,4,8,basic,BigFivePage,04:46.0,1,,,0,153,,0,0,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
154,1pxvstv4,x10172,0,8,8,finish,FinishPage,04:46.9,1,,,0,154,,0,0,4,6,1,0,2,4,4,5,4,4,3,5,4,4,6,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,1,1,gzsc72gk,,,,,0
155,ulzjpwrb,x10174,0,8,8,finish,FinishPage,04:51.5,1,,,0,155,,0,0,1,6,1,2,3,1,2,5,2,2,4,5,5,6,5,,,,,,1,2,1,2,2,2,1,1,3,2,2,2,4,1,2,3,2,10,100,24,27,30,1,1,gzsc72gk,,,,,0
156,kr1b956b,x10173,0,8,8,finish,FinishPage,04:54.2,1,,,0,156,,0,0,2,7,4,0,3,4,3,5,4,3,4,5,5,3,5,,,,,,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,1,1,gzsc72gk,,,,,0
157,03j8rhaz,x10175,0,8,8,finish,FinishPage,04:54.7,1,,,0,157,,0,1,2,2,4,2,6,2,1,1,6,2,7,3,5,4,1,,,,,,3,3,3,4,2,2,3,3,3,4,4,4,4,4,3,3,2,10,100,49,27,30,1,1,gzsc72gk,,,,,0
158,jaamkgvp,x10177,0,8,8,finish,FinishPage,05:08.8,1,,,0,158,,0,0,6,2,4,2,4,4,4,3,3,5,4,5,5,4,5,,,,,,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,100,48,27,15,1,1,gzsc72gk,,,,,0
159,4mnbchq9,x10083,0,8,8,finish,FinishPage,05:09.3,1,,,0,159,,0,1,3,2,4,2,4,3,3,4,3,4,2,3,4,4,4,,,,,,2,1,3,3,2,2,3,2,3,3,2,2,4,2,1,2,2,10,47,47,4,29,1,1,gzsc72gk,,,,,0
160,ohq46ith,x10179,0,8,8,finish,FinishPage,05:09.2,1,,,0,160,,0,0,3,7,4,0,3,2,3,6,4,6,5,5,6,4,5,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,5,5,47,27,29,1,1,gzsc72gk,,,,,0
161,jcagdg39,x10178,0,8,8,finish,FinishPage,05:11.0,1,,,0,161,,0,1,6,2,4,0,2,2,3,3,5,2,5,5,5,4,3,,,,,,2,3,1,3,3,2,2,1,4,4,1,2,4,4,3,4,4,195,40,185,27,29,1,1,gzsc72gk,,,,,0
162,2adpkrq5,x10180,0,8,8,finish,FinishPage,05:14.9,1,,,0,162,,0,0,3,3,4,0,1,1,7,6,2,7,6,5,1,7,7,,,,,,5,5,5,2,2,5,5,1,5,4,5,5,4,1,4,5,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
163,ir5cbcca,x10183,0,8,8,finish,FinishPage,05:29.1,1,,,0,163,,0,0,2,3,4,0,2,4,3,5,4,6,4,5,6,4,4,,,,,,4,3,4,5,5,4,3,4,3,4,5,5,5,5,4,5,5,10,7,20,7,29,1,1,gzsc72gk,,,,,0
164,vt3a486l,x10176,0,8,8,finish,FinishPage,05:32.9,1,,,0,164,,0,0,4,6,0,0,4,3,3,4,4,1,5,5,4,3,3,,,,,,3,3,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,10,100,24,27,30,1,1,gzsc72gk,,,,,0
165,lhlxvi3d,x10184,0,8,8,finish,FinishPage,05:33.5,1,,,0,165,,0,0,4,3,4,2,7,1,7,1,7,1,7,5,1,7,1,,,,,,1,1,1,1,2,1,2,1,2,2,1,1,4,2,1,2,1,10,5,24,27,30,1,1,gzsc72gk,,,,,0
166,jgpkyc8c,x10185,0,8,8,finish,FinishPage,05:35.6,1,,,0,166,,0,0,2,2,4,2,4,4,5,6,3,6,4,5,3,3,5,,,,,,3,4,3,3,3,3,4,3,4,3,3,3,2,3,3,3,2,10,5,49,10,31,1,1,gzsc72gk,,,,,0
167,40qdyhqe,x10186,0,8,8,finish,FinishPage,05:40.7,1,,,0,167,,0,0,4,2,4,0,5,2,4,2,5,4,6,5,4,6,4,,,,,,2,3,2,3,2,2,3,3,3,4,2,3,4,2,1,3,2,10,5,47,27,29,1,1,gzsc72gk,,,,,0
168,kfga32nj,x10181,0,8,8,finish,FinishPage,05:46.9,1,,,0,168,,0,0,2,2,4,2,4,4,5,4,3,4,4,5,2,3,4,,,,,,2,3,2,4,2,2,3,2,1,2,4,3,4,2,4,3,2,10,60,96,7,30,1,1,gzsc72gk,,,,,0
169,2j9m5653,x10188,0,8,8,finish,FinishPage,05:48.5,1,,,0,169,,0,0,4,2,2,0,1,2,5,5,2,7,5,5,4,3,6,,,,,,3,4,2,3,2,4,3,3,3,3,4,4,4,3,2,4,3,10,5,24,27,30,1,1,gzsc72gk,,,,,0
170,9hwdx0np,x10187,0,8,8,finish,FinishPage,05:49.2,1,,,0,170,,0,0,3,3,2,0,3,3,4,5,3,2,6,5,3,5,4,,,,,,1,2,2,4,2,1,2,1,2,2,1,1,4,2,2,4,3,5,5,47,4,29,1,1,gzsc72gk,,,,,0
171,wg5qmdw4,x10189,0,8,8,finish,FinishPage,06:01.6,1,,,0,171,,0,1,4,1,2,2,2,2,4,5,2,5,3,3,2,3,6,,,,,,1,2,1,3,2,1,2,1,3,3,2,2,4,1,2,2,3,10,100,24,27,30,1,1,gzsc72gk,,,,,0
172,v03v5g3q,x10169,0,8,8,finish,FinishPage,06:02.1,1,,,0,172,,0,1,2,4,4,2,2,3,3,3,4,3,2,5,5,5,5,,,,,,1,2,2,2,1,1,2,2,2,2,2,2,4,2,2,2,1,5,5,47,27,29,1,1,gzsc72gk,,,,,0
173,nz0vv2pa,x10192,0,8,8,finish,FinishPage,06:05.0,1,,,0,173,,0,0,3,2,2,2,3,4,3,5,4,4,5,5,5,4,4,,,,,,3,3,3,3,3,2,4,4,3,4,3,3,4,3,3,3,3,10,100,24,27,15,1,1,gzsc72gk,,,,,0
174,mcstns2r,x10191,0,8,8,finish,FinishPage,06:05.0,1,,,0,174,,0,0,2,4,1,0,6,4,2,2,6,3,7,5,6,3,1,,,,,,3,3,1,1,5,1,4,1,5,4,5,3,4,3,4,5,3,10,100,24,27,30,1,1,gzsc72gk,,,,,0
175,mc66ez8v,x10068,0,8,8,finish,FinishPage,06:05.3,1,,,0,175,,0,0,4,2,4,1,2,2,3,4,3,6,5,5,6,6,6,,,,,,3,3,3,2,3,3,2,3,2,3,1,3,4,3,3,3,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
176,2se3lqoc,x10190,0,8,8,finish,FinishPage,06:05.8,1,,,0,176,,0,1,4,2,4,2,3,2,3,2,2,1,3,5,3,6,3,,,,,,3,4,3,3,3,3,4,3,3,3,3,4,4,3,4,3,3,10,100,24,27,30,1,1,gzsc72gk,,,,,0
177,ha35t7ei,x10193,0,8,8,finish,FinishPage,06:11.2,1,,,0,177,,0,0,3,4,2,2,3,5,3,5,4,4,2,5,4,1,5,,,,,,4,1,1,3,4,2,4,1,5,4,4,2,3,4,2,4,3,10,5,24,27,30,1,1,gzsc72gk,,,,,0
178,30yeh9ib,x10194,0,8,8,finish,FinishPage,06:17.6,1,,,0,178,,0,0,6,2,1,2,2,2,3,5,3,3,5,5,4,5,6,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,100,24,27,31,1,1,gzsc72gk,,,,,0
179,dxise2oo,x10196,0,8,8,finish,FinishPage,06:23.0,1,,,0,179,,0,0,4,3,1,2,5,4,4,6,4,4,5,5,6,4,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,11,29,1,1,gzsc72gk,,,,,0
180,4u8q9i8e,x10195,0,8,8,finish,FinishPage,06:28.7,1,,,0,180,,0,1,4,0,2,2,2,3,5,4,2,7,5,5,4,5,6,,,,,,2,2,1,2,3,3,2,1,3,4,2,2,4,1,3,4,2,5,5,12,27,29,1,1,gzsc72gk,,,,,0
181,d3sjhuxf,x10137,0,8,8,finish,FinishPage,06:34.3,1,,,0,181,,0,0,4,3,1,0,4,4,4,3,4,2,4,5,4,4,4,,,,,,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
182,ykf63tqu,x10197,0,8,8,finish,FinishPage,06:40.6,1,,,0,182,,0,1,5,2,1,2,3,4,4,5,4,4,4,5,3,4,4,,,,,,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,10,100,24,27,30,1,1,gzsc72gk,,,,,0
183,6ryl9qwc,x10199,0,8,8,finish,FinishPage,06:50.8,1,,,0,183,,0,1,1,4,4,2,3,1,3,3,6,5,5,5,3,5,2,,,,,,5,5,5,5,5,2,2,5,2,5,5,5,4,5,5,5,5,5,5,47,27,29,1,1,gzsc72gk,,,,,0
184,qsd20pnf,x10200,0,1,8,introduction,IntroductionPage,07:03.2,1,,,0,184,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
185,1m0axvl0,x10138,0,8,8,finish,FinishPage,07:03.3,1,,,0,185,,0,1,2,2,1,2,1,1,6,1,1,6,6,5,1,7,7,,,,,,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,5,5,47,27,29,1,1,gzsc72gk,,,,,0
